CRTISS72
   1.00000	   0.00100
   0.95000	   0.01520
   0.90000	   0.02800
   0.80000	   0.05230
   0.70000	   0.07360
   0.60000	   0.09150
   0.50000	   0.10530
   0.40000	   0.11410
   0.30000	   0.11730
   0.20000	   0.11360
   0.15000	   0.10690
   0.10000	   0.09600
   0.07500	   0.08850
   0.05000	   0.07890
   0.02500	   0.06510
   0.01250	   0.05550
   0.00000	   0.03490
   0.01250	   0.01920
   0.02500	   0.01470
   0.05000	   0.00930
   0.07500	   0.00640
   0.10000	   0.00430
   0.15000	   0.00160
   0.20000	   0.00030
   0.30000	   0.00000
   0.40000	   0.00210
   0.50000	   0.00590
   0.60000	   0.00850
   0.70000	   0.00910
   0.80000	   0.00720
   0.90000	   0.00400
   0.95000	   0.00210
   1.00000	   0.00099
